"uid","namedLocation","domainID","siteID","plotID","plotType","collectDate","samplingProtocolVersion","sampleID","sampleCode","moistureSampleID","horizon","ovenStartDate","ovenEndDate","boatMass","freshMassBoatMass","dryMassBoatMass","soilMoisture","dryMassFraction","smRemarks","smMeasuredBy","dataQF"
"26f03773-75e2-4cf1-a3f2-2ae2c28f974e","DEJU_009.basePlot.bgc","D19","DEJU","DEJU_009",NA,"2018-06-19T23:10Z","NEON.DOC.014048vK","DEJU_009-O-36.5-23.5-20180619","A00000028585","DEJU_009-O-36.5-23.5-20180619-SM","O","2018-06-20T17:34Z","2018-06-25T16:43Z",1.06,6.04,2.38,2.773,0.265,"sample stored at -20C prior to analysis","avandreser@battelleecology.org",NA
"092daef2-56e2-450f-9ef2-30c722303959","DEJU_009.basePlot.bgc","D19","DEJU","DEJU_009",NA,"2018-06-19T23:18Z","NEON.DOC.014048vK","DEJU_009-M-36.5-23.5-20180619","A00000028586","DEJU_009-M-36.5-23.5-20180619-SM","M","2018-06-20T16:24Z","2018-06-25T16:58Z",2.27,12.37,9.33,0.431,0.699,"sample stored at -20C prior to analysis","sfrost@battelleecology.org",NA
"8dc55bda-d484-47b3-9fe8-31ed31bb296d","DEJU_009.basePlot.bgc","D19","DEJU","DEJU_009",NA,"2018-06-19T23:42Z","NEON.DOC.014048vK","DEJU_009-O-35.5-8-20180619","A00000028556","DEJU_009-O-35.5-8-20180619-SM","O","2018-06-20T17:32Z","2018-06-25T16:43Z",1.06,6.08,2.96,1.642,0.378,"sample stored at -20C prior to analysis","avandreser@battelleecology.org",NA
"4ed1253d-e749-4974-afc3-109c51c53638","DEJU_009.basePlot.bgc","D19","DEJU","DEJU_009",NA,"2018-06-20T00:00Z","NEON.DOC.014048vK","DEJU_009-M-35.5-8-20180619","A00000028555","DEJU_009-M-35.5-8-20180619-SM","M","2018-06-20T16:24Z","2018-06-25T16:58Z",2.29,12.33,7.13,1.074,0.482,"sample stored at -20C prior to analysis","sfrost@battelleecology.org",NA
"7ebc5969-e624-4f56-bbb2-24209b6f76a7","DEJU_015.basePlot.bgc","D19","DEJU","DEJU_015",NA,"2018-06-20T00:02Z","NEON.DOC.014048vK","DEJU_015-O-22-5.5-20180619","A00000028574","DEJU_015-O-22-5.5-20180619-SM","O","2018-06-20T16:58Z","2018-06-25T16:58Z",1.06,6.06,2.6,2.247,0.308,"","kring@battelleecology.org",NA
"eab3c0bd-c183-41c4-af27-b4171086ee4b","DEJU_015.basePlot.bgc","D19","DEJU","DEJU_015",NA,"2018-06-20T00:13Z","NEON.DOC.014048vK","DEJU_015-M-22-5.5-20180619","A00000028573","DEJU_015-M-22-5.5-20180619-SM","M","2018-06-20T16:24Z","2018-06-25T16:58Z",2.28,12.49,10.54,0.236,0.809,"","sfrost@battelleecology.org",NA
"f7f242f2-70c2-41fb-8a6b-6077db0d485a","DEJU_015.basePlot.bgc","D19","DEJU","DEJU_015",NA,"2018-06-20T00:44Z","NEON.DOC.014048vK","DEJU_015-O-15.5-2.5-20180619","A00000028578","DEJU_015-O-15.5-2.5-20180619-SM","O","2018-06-20T16:58Z","2018-06-25T16:58Z",1.07,6.07,2.82,1.857,0.35,"","kring@battelleecology.org",NA
"f4305d69-45cc-4faf-acd1-a4e8ffcd6f1d","DEJU_015.basePlot.bgc","D19","DEJU","DEJU_015",NA,"2018-06-20T00:49Z","NEON.DOC.014048vK","DEJU_015-M-15.5-2.5-20180619","A00000028577","DEJU_015-M-15.5-2.5-20180619-SM","M","2018-06-20T16:24Z","2018-06-25T16:58Z",2.27,12.1,10.05,0.263,0.791,"","sfrost@battelleecology.org",NA
"d9b6363d-7361-4409-99a6-fdf9bf397f52","DEJU_015.basePlot.bgc","D19","DEJU","DEJU_015",NA,"2018-06-20T01:22Z","NEON.DOC.014048vK","DEJU_015-O-37-30-20180619","A00000028576","DEJU_015-O-37-30-20180619-SM","O","2018-06-20T16:24Z","2018-06-25T16:58Z",1.06,6.06,2.92,1.688,0.372,"","kring@battelleecology.org",NA
"ce7b3499-19ce-46ce-9f43-c7aa7185e3c5","DEJU_015.basePlot.bgc","D19","DEJU","DEJU_015",NA,"2018-06-20T01:26Z","NEON.DOC.014048vK","DEJU_015-M-37-30-20180619","A00000028575","DEJU_015-M-37-30-20180619-SM","M","2018-06-20T16:58Z","2018-06-25T16:58Z",2.26,12.3,10.53,0.214,0.824,"","sfrost@battelleecology.org",NA
"0b6c9557-a28c-4d0f-b759-27bcd57d088a","DEJU_048.basePlot.bgc","D19","DEJU","DEJU_048",NA,"2018-06-21T18:58Z","NEON.DOC.014048vK","DEJU_048-O-36.5-25.5-20180621","A00000028617","DEJU_048-O-36.5-25.5-20180621-SM","O","2018-06-22T16:10Z","2018-06-25T17:13Z",2.32,7.37,5.27,0.712,0.584,"","anovella@battelleecology.org",NA
"efe8bb3c-e582-4022-bc95-f699dff09dc3","DEJU_047.basePlot.bgc","D19","DEJU","DEJU_047",NA,"2018-06-21T19:04Z","NEON.DOC.014048vK","DEJU_047-O-2.5-32.5-20180621","A00000028600","DEJU_047-O-2.5-32.5-20180621-SM","O","2018-06-22T16:10Z","2018-06-25T17:13Z",1.06,6.05,3.34,1.189,0.457,"","anovella@battelleecology.org",NA
"e792e353-957c-4056-94fa-c5763194518d","DEJU_047.basePlot.bgc","D19","DEJU","DEJU_047",NA,"2018-06-21T19:20Z","NEON.DOC.014048vK","DEJU_047-M-2.5-32.5-20180621","A00000028599","DEJU_047-M-2.5-32.5-20180621-SM","M","2018-06-22T16:10Z","2018-06-25T17:13Z",2.32,12.36,9.12,0.476,0.677,"","anovella@battelleecology.org",NA
"707be901-67b2-4961-bad0-1bd37251972f","DEJU_048.basePlot.bgc","D19","DEJU","DEJU_048",NA,"2018-06-21T19:27Z","NEON.DOC.014048vK","DEJU_048-M-36.5-25.5-20180621","A00000028618","DEJU_048-M-36.5-25.5-20180621-SM","M","2018-06-22T16:10Z","2018-06-25T17:13Z",1.06,11.1,7.22,0.63,0.614,"","anovella@battelleecology.org",NA
"9025cee4-4d1c-47d6-b3f0-f7da21296bd8","DEJU_047.basePlot.bgc","D19","DEJU","DEJU_047",NA,"2018-06-21T19:45Z","NEON.DOC.014048vK","DEJU_047-O-32-18.5-20180621","A00000028598","DEJU_047-O-32-18.5-20180621-SM","O","2018-06-22T16:10Z","2018-06-25T17:13Z",2.27,7.23,4.45,1.275,0.44,"","anovella@battelleecology.org",NA
"c21d44d9-3f16-4914-9f3e-7ef20683f9b8","DEJU_047.basePlot.bgc","D19","DEJU","DEJU_047",NA,"2018-06-21T19:56Z","NEON.DOC.014048vK","DEJU_047-M-32-18.5-20180621","A00000028597","DEJU_047-M-32-18.5-20180621-SM","M","2018-06-22T16:10Z","2018-06-25T17:13Z",1.09,11.07,8.55,0.338,0.747,"","anovella@battelleecology.org",NA
"0bdd8298-bef7-4e38-b884-52a34c1bc30c","DEJU_048.basePlot.bgc","D19","DEJU","DEJU_048",NA,"2018-06-21T20:15Z","NEON.DOC.014048vK","DEJU_048-O-20.5-7.5-20180621","A00000028619","DEJU_048-O-20.5-7.5-20180621-SM","O","2018-06-22T16:10Z","2018-06-25T17:13Z",2.28,7.29,4.97,0.862,0.537,"","anovella@battelleecology.org",NA
"01ba8885-b68b-48e2-ba37-bee57748df51","DEJU_047.basePlot.bgc","D19","DEJU","DEJU_047",NA,"2018-06-21T20:25Z","NEON.DOC.014048vK","DEJU_047-O-39-21.5-20180621","A00000028601","DEJU_047-O-39-21.5-20180621-SM","O","2018-06-22T16:10Z","2018-06-25T17:13Z",1.07,6.1,3.03,1.566,0.39,"","anovella@battelleecology.org",NA
"295a15cd-a70c-4354-aba4-95eaae94a89b","DEJU_048.basePlot.bgc","D19","DEJU","DEJU_048",NA,"2018-06-21T20:33Z","NEON.DOC.014048vK","DEJU_048-M-20.5-7.5-20180621","A00000028620","DEJU_048-M-20.5-7.5-20180621-SM","M","2018-06-22T16:10Z","2018-06-25T17:13Z",1.07,11.08,7.65,0.521,0.657,"","anovella@battelleecology.org",NA
"93c4e57a-b1b6-485e-a0aa-7b4c98aa9ed6","DEJU_047.basePlot.bgc","D19","DEJU","DEJU_047",NA,"2018-06-21T20:34Z","NEON.DOC.014048vK","DEJU_047-M-39-21.5-20180621","A00000028602","DEJU_047-M-39-21.5-20180621-SM","M","2018-06-22T16:10Z","2018-06-25T17:13Z",1.08,11.07,7.72,0.505,0.665,"","anovella@battelleecology.org",NA
"10a9b9b9-b034-4979-b0c8-5c02282d5a2e","DEJU_048.basePlot.bgc","D19","DEJU","DEJU_048",NA,"2018-06-21T20:49Z","NEON.DOC.014048vK","DEJU_048-O-16.5-8-20180621","A00000028587","DEJU_048-O-16.5-8-20180621-SM","O","2018-06-22T16:10Z","2018-06-25T17:13Z",2.31,7.29,5.31,0.66,0.602,"","anovella@battelleecology.org",NA
"f1541261-955a-45aa-a6eb-0328939d2e54","DEJU_048.basePlot.bgc","D19","DEJU","DEJU_048",NA,"2018-06-21T21:01Z","NEON.DOC.014048vK","DEJU_048-M-16.5-8-20180621","A00000028603","DEJU_048-M-16.5-8-20180621-SM","M","2018-06-22T16:10Z","2018-06-25T17:13Z",1.1,11.08,7.78,0.494,0.669,"","anovella@battelleecology.org",NA
"7cfd1cce-55f5-488f-af07-3e793ae368d2","DEJU_045.basePlot.bgc","D19","DEJU","DEJU_045",NA,"2018-06-21T21:02Z","NEON.DOC.014048vK","DEJU_045-O-33.5-0-20180621","A00000028588","DEJU_045-O-33.5-0-20180621-SM","O","2018-06-22T17:10Z","2018-06-25T17:13Z",2.3,7.31,5.2,0.728,0.579,"","anovella@battelleecology.org",NA
"b13f9bca-097a-4cbe-9458-4f78244f8ac9","DEJU_045.basePlot.bgc","D19","DEJU","DEJU_045",NA,"2018-06-21T21:14Z","NEON.DOC.014048vK","DEJU_045-M-33.5-0-20180621","A00000028589","DEJU_045-M-33.5-0-20180621-SM","M","2018-06-22T17:10Z","2018-06-25T17:13Z",1.04,11.22,9.31,0.231,0.812,"","anovella@battelleecology.org",NA
"1fae3b09-4f6f-4c42-b989-96bdc52af8cb","DEJU_045.basePlot.bgc","D19","DEJU","DEJU_045",NA,"2018-06-21T21:35Z","NEON.DOC.014048vK","DEJU_045-O-37.5-28-20180621","A00000028590","DEJU_045-O-37.5-28-20180621-SM","O","2018-06-22T17:10Z","2018-06-25T17:13Z",2.29,7.54,NA,NA,NA,"soil from another sample accidentally added to tin while drying","anovella@battelleecology.org",NA
"3ffccab0-d7d8-47e0-a34e-d2da95a26200","DEJU_045.basePlot.bgc","D19","DEJU","DEJU_045",NA,"2018-06-21T21:49Z","NEON.DOC.014048vK","DEJU_045-M-37.5-28-20180621","A00000028570","DEJU_045-M-37.5-28-20180621-SM","M","2018-06-22T17:10Z","2018-06-25T17:13Z",1.05,11.16,9,0.272,0.786,"","anovella@battelleecology.org",NA
"6a0886ea-e417-41e4-be4f-3bb4500a77bc","DEJU_045.basePlot.bgc","D19","DEJU","DEJU_045",NA,"2018-06-21T22:21Z","NEON.DOC.014048vK","DEJU_045-O-7.5-30-20180621","A00000028571","DEJU_045-O-7.5-30-20180621-SM","O","2018-06-22T17:10Z","2018-06-25T17:13Z",2.29,7.42,5.66,0.522,0.657,"","anovella@battelleecology.org",NA
"7009f582-f86b-45a1-be71-d579e288f64a","DEJU_045.basePlot.bgc","D19","DEJU","DEJU_045",NA,"2018-06-21T22:29Z","NEON.DOC.014048vK","DEJU_045-M-7.5-30-20180621","A00000028572","DEJU_045-M-7.5-30-20180621-SM","M","2018-06-22T17:10Z","2018-06-25T17:13Z",1.1,11.08,6.44,0.869,0.535,"soil from sample accidentally knocked out of tin while drying","anovella@battelleecology.org",NA
"fc082d12-68bd-471b-8219-549a05b41a69","DEJU_046.basePlot.bgc","D19","DEJU","DEJU_046",NA,"2018-06-21T23:08Z","NEON.DOC.014048vK","DEJU_046-O-32.5-5-20180621","A00000028593","DEJU_046-O-32.5-5-20180621-SM","O","2018-06-22T17:10Z","2018-06-25T17:13Z",2.3,7.34,5.37,0.642,0.609,"","anovella@battelleecology.org",NA
"4697abba-790f-44cd-8520-bf6e7ee6216c","DEJU_046.basePlot.bgc","D19","DEJU","DEJU_046",NA,"2018-06-21T23:16Z","NEON.DOC.014048vK","DEJU_046-M-32.5-5-20180621","A00000028594","DEJU_046-M-32.5-5-20180621-SM","M","2018-06-22T17:10Z","2018-06-25T17:13Z",1.11,11.09,8.21,0.406,0.711,"","anovella@battelleecology.org",NA
"17c16110-ff97-42f7-a6e0-06f3bb015404","DEJU_046.basePlot.bgc","D19","DEJU","DEJU_046",NA,"2018-06-21T23:20Z","NEON.DOC.014048vK","DEJU_046-O-15-0-20180621","A00000028591","DEJU_046-O-15-0-20180621-SM","O","2018-06-22T17:10Z","2018-06-25T17:13Z",2.3,7.38,5.24,0.728,0.579,"","anovella@battelleecology.org",NA
"2a075deb-d3aa-4687-a474-9ff049104494","DEJU_046.basePlot.bgc","D19","DEJU","DEJU_046",NA,"2018-06-21T23:32Z","NEON.DOC.014048vK","DEJU_046-M-15-0-20180621","A00000028592","DEJU_046-M-15-0-20180621-SM","M","2018-06-22T17:10Z","2018-06-25T17:13Z",2.3,12.31,9.58,0.375,0.727,"","anovella@battelleecology.org",NA
"e6a306d7-86c2-47f8-a3db-b9384f4c6558","DEJU_046.basePlot.bgc","D19","DEJU","DEJU_046",NA,"2018-06-21T23:41Z","NEON.DOC.014048vK","DEJU_046-O-2.5-20.5-20180621","A00000028596","DEJU_046-O-2.5-20.5-20180621-SM","O","2018-06-22T17:10Z","2018-06-25T17:13Z",2.29,7.39,4.46,1.35,0.425,"","anovella@battelleecology.org",NA
"6b9ace73-c65d-402a-91bf-89d4ce95025d","DEJU_046.basePlot.bgc","D19","DEJU","DEJU_046",NA,"2018-06-21T23:54Z","NEON.DOC.014048vK","DEJU_046-M-2.5-20.5-20180621","A00000028595","DEJU_046-M-2.5-20.5-20180621-SM","M","2018-06-22T17:10Z","2018-06-25T17:13Z",1.12,11.16,7.03,0.699,0.589,"","anovella@battelleecology.org",NA
"a484997b-45bc-42ed-8ae5-df18840eaea9","DEJU_006.basePlot.bgc","D19","DEJU","DEJU_006",NA,"2018-07-09T20:03Z","NEON.DOC.014048vK","DEJU_006-O-25-32.5-20180709","A00000029183","DEJU_006-O-25-32.5-20180709-SM","O","2018-07-10T16:10Z","2018-07-13T20:35Z",2.27,7.31,5.18,0.732,0.577,NA,"anovella@battelleecology.org",NA
"fd8ca1ca-5d44-4fc4-a372-0bb5ac3b6878","DEJU_006.basePlot.bgc","D19","DEJU","DEJU_006",NA,"2018-07-09T20:07Z","NEON.DOC.014048vK","DEJU_006-M-25-32.5-20180709","A00000029184","DEJU_006-M-25-32.5-20180709-SM","M","2018-07-10T16:00Z","2018-07-13T20:13Z",2.29,12.34,10.29,0.256,0.796,NA,"anovella@battelleecology.org",NA
"9af2e569-0df6-4a81-967a-e742f292e724","DEJU_006.basePlot.bgc","D19","DEJU","DEJU_006",NA,"2018-07-09T20:14Z","NEON.DOC.014048vK","DEJU_006-O-2.5-37.5-20180709","A00000029185","DEJU_006-O-2.5-37.5-20180709-SM","O","2018-07-10T16:10Z","2018-07-13T20:35Z",2.3,7.42,6.35,0.264,0.791,NA,"anovella@battelleecology.org",NA
"bad1c36c-d8e9-47ba-8248-c2707ac06a9b","DEJU_006.basePlot.bgc","D19","DEJU","DEJU_006",NA,"2018-07-09T20:15Z","NEON.DOC.014048vK","DEJU_006-M-2.5-37.5-20180709","A00000029186","DEJU_006-M-2.5-37.5-20180709-SM","M","2018-07-10T16:10Z","2018-07-13T20:13Z",2.27,12.26,10.96,0.15,0.87,NA,"anovella@battelleecology.org",NA
"3bf21ffe-7581-483e-a763-5e5ad95aa017","DEJU_006.basePlot.bgc","D19","DEJU","DEJU_006",NA,"2018-07-09T19:49Z","NEON.DOC.014048vK","DEJU_006-O-39.5-1.5-20180709","A00000029181","DEJU_006-O-39.5-1.5-20180709-SM","O","2018-07-10T16:10Z","2018-07-13T20:35Z",2.22,7.22,4.21,1.513,0.398,NA,"anovella@battelleecology.org",NA
"54f89085-08ce-4d12-ba5c-65e638bcc62b","DEJU_006.basePlot.bgc","D19","DEJU","DEJU_006",NA,"2018-07-09T19:56Z","NEON.DOC.014048vK","DEJU_006-M-39.5-1.5-20180709","A00000029182","DEJU_006-M-39.5-1.5-20180709-SM","M","2018-07-10T16:00Z","2018-07-13T20:13Z",2.29,12.27,7.99,0.751,0.571,NA,"anovella@battelleecology.org",NA
"ed9bf678-2927-4159-a324-23267ce08514","DEJU_014.basePlot.bgc","D19","DEJU","DEJU_014",NA,"2018-07-09T19:22Z","NEON.DOC.014048vK","DEJU_014-O-14-9-20180709","A00000029173","DEJU_014-O-14-9-20180709-SM","O","2018-07-10T16:10Z","2018-07-13T20:35Z",2.29,6.91,4.3,1.299,0.435,NA,"anovella@battelleecology.org",NA
"5083040d-2ac5-4229-ab72-cc8236ad044c","DEJU_014.basePlot.bgc","D19","DEJU","DEJU_014",NA,"2018-07-09T19:27Z","NEON.DOC.014048vK","DEJU_014-M-14-9-20180709","A00000029174","DEJU_014-M-14-9-20180709-SM","M","2018-07-10T16:00Z","2018-07-13T20:35Z",2.26,12.21,9.68,0.341,0.746,NA,"anovella@battelleecology.org",NA
"b1284861-5a22-434b-8667-c0f562dca1a6","DEJU_014.basePlot.bgc","D19","DEJU","DEJU_014",NA,"2018-07-09T19:14Z","NEON.DOC.014048vK","DEJU_014-O-21-9.5-20180709","A00000029171","DEJU_014-O-21-9.5-20180709-SM","O","2018-07-10T16:00Z","2018-07-13T20:35Z",2.25,7.26,5.66,0.469,0.681,NA,"anovella@battelleecology.org",NA
"901d5fe3-e4cd-49fe-8bbf-458c393ebd9f","DEJU_014.basePlot.bgc","D19","DEJU","DEJU_014",NA,"2018-07-09T19:07Z","NEON.DOC.014048vK","DEJU_014-M-21-9.5-20180709","A00000029172","DEJU_014-M-21-9.5-20180709-SM","M","2018-07-10T16:00Z","2018-07-13T20:35Z",2.26,12.31,9.39,0.41,0.709,NA,"anovella@battelleecology.org",NA
"563eb604-775d-47fa-af62-929cfa92ca05","DEJU_014.basePlot.bgc","D19","DEJU","DEJU_014",NA,"2018-07-09T18:56Z","NEON.DOC.014048vK","DEJU_014-O-33.5-24.5-20180709","A00000029169","DEJU_014-O-33.5-24.5-20180709-SM","O","2018-07-10T16:00Z","2018-07-13T20:35Z",2.32,7.2,5.32,0.627,0.615,NA,"anovella@battelleecology.org",NA
"b542b2b1-ba0c-4126-bf4b-71857b1a5059","DEJU_014.basePlot.bgc","D19","DEJU","DEJU_014",NA,"2018-07-09T19:01Z","NEON.DOC.014048vK","DEJU_014-M-33.5-24.5-20180709","A00000029170","DEJU_014-M-33.5-24.5-20180709-SM","M","2018-07-10T16:00Z","2018-07-13T20:13Z",2.28,12.22,9.84,0.315,0.761,NA,"anovella@battelleecology.org",NA
"74d2eb4d-4416-4788-9846-8b7779326f34","DEJU_001.basePlot.bgc","D19","DEJU","DEJU_001",NA,"2018-07-09T19:02Z","NEON.DOC.014048vK","DEJU_001-O-2-34.5-20180709","A00000029195","DEJU_001-O-2-34.5-20180709-SM","O","2018-07-10T16:10Z","2018-07-13T20:35Z",2.31,7.35,5.58,0.541,0.649,NA,"anovella@battelleecology.org",NA
"156f9d49-0c9f-422c-ba52-ff36788e24e4","DEJU_001.basePlot.bgc","D19","DEJU","DEJU_001",NA,"2018-07-09T19:08Z","NEON.DOC.014048vK","DEJU_001-M-2-34.5-20180709","A00000029196","DEJU_001-M-2-34.5-20180709-SM","M","2018-07-10T16:00Z","2018-07-13T20:35Z",2.28,12.2,10.29,0.238,0.807,NA,"anovella@battelleecology.org",NA
"e9b401f1-16f9-4c4b-94a8-53fa25af55ab","DEJU_001.basePlot.bgc","D19","DEJU","DEJU_001",NA,"2018-07-09T19:18Z","NEON.DOC.014048vK","DEJU_001-O-20.5-37.5-20180709","A00000029197","DEJU_001-O-20.5-37.5-20180709-SM","O","2018-07-10T16:10Z","2018-07-13T20:35Z",2.26,7.3,5.47,0.57,0.637,NA,"anovella@battelleecology.org",NA
"0895e830-b34c-4d36-9519-b6d8e09c6738","DEJU_002.basePlot.bgc","D19","DEJU","DEJU_002",NA,"2018-07-09T19:52Z","NEON.DOC.014048vK","DEJU_002-O-12.5-31-20180709","A00000029191","DEJU_002-O-12.5-31-20180709-SM","O","2018-07-10T16:00Z","2018-07-13T20:13Z",2.27,7.25,5.53,0.528,0.655,NA,"anovella@battelleecology.org",NA
"9343e8f0-53d9-4208-85a5-5fecc6e9677c","DEJU_001.basePlot.bgc","D19","DEJU","DEJU_001",NA,"2018-07-09T19:12Z","NEON.DOC.014048vK","DEJU_001-M-20.5-37.5-20180709","A00000029198","DEJU_001-M-20.5-37.5-20180709-SM","M","2018-07-10T16:10Z","2018-07-13T20:13Z",2.28,12.74,10.76,0.233,0.811,NA,"anovella@battelleecology.org",NA
"9018f9f4-3030-46cf-ae3c-c8304e08dae9","DEJU_002.basePlot.bgc","D19","DEJU","DEJU_002",NA,"2018-07-09T19:51Z","NEON.DOC.014048vK","DEJU_002-M-12.5-31-20180709","A00000029192","DEJU_002-M-12.5-31-20180709-SM","M","2018-07-10T16:00Z","2018-07-13T20:35Z",2.18,12.29,11.11,0.132,0.883,NA,"anovella@battelleecology.org",NA
"359bf6a2-691c-4033-9cba-c26ced8974f3","DEJU_001.basePlot.bgc","D19","DEJU","DEJU_001",NA,"2018-07-09T19:26Z","NEON.DOC.014048vK","DEJU_001-O-24.5-6.5-20180709","A00000029193","DEJU_001-O-24.5-6.5-20180709-SM","O","2018-07-10T16:00Z","2018-07-13T20:35Z",2.17,7.14,6.02,0.291,0.775,NA,"anovella@battelleecology.org",NA
"5d9d34ca-0471-4d53-acd1-bcc3025602eb","DEJU_001.basePlot.bgc","D19","DEJU","DEJU_001",NA,"2018-07-09T19:21Z","NEON.DOC.014048vK","DEJU_001-M-24.5-6.5-20180709","A00000029194","DEJU_001-M-24.5-6.5-20180709-SM","M","2018-07-10T16:00Z","2018-07-13T20:13Z",2.24,12.33,9.31,0.427,0.701,NA,"anovella@battelleecology.org",NA
"acd22c35-3e06-49e8-8c00-d06aa7b48303","DEJU_002.basePlot.bgc","D19","DEJU","DEJU_002",NA,"2018-07-09T20:30Z","NEON.DOC.014048vK","DEJU_002-O-21.5-30-20180709","A00000029189","DEJU_002-O-21.5-30-20180709-SM","O","2018-07-10T16:10Z","2018-07-13T20:13Z",2.28,7.41,5.59,0.55,0.645,NA,"anovella@battelleecology.org",NA
"e8ddf258-4e7e-49de-861c-abf848d8a6b2","DEJU_002.basePlot.bgc","D19","DEJU","DEJU_002",NA,"2018-07-09T20:35Z","NEON.DOC.014048vK","DEJU_002-M-21.5-30-20180709","A00000029190","DEJU_002-M-21.5-30-20180709-SM","M","2018-07-10T16:10Z","2018-07-13T20:35Z",2.27,12.35,9.13,0.469,0.681,NA,"anovella@battelleecology.org",NA
"4bc084aa-8556-4f77-9def-a5adc912190b","DEJU_002.basePlot.bgc","D19","DEJU","DEJU_002",NA,"2018-07-09T21:00Z","NEON.DOC.014048vK","DEJU_002-O-9-18-20180709","A00000029187","DEJU_002-O-9-18-20180709-SM","O","2018-07-10T16:10Z","2018-07-13T20:35Z",2.3,7.2,5.44,0.561,0.641,NA,"anovella@battelleecology.org",NA
"ad4b676e-ed25-40b8-8f38-24ecfffc5d45","DEJU_002.basePlot.bgc","D19","DEJU","DEJU_002",NA,"2018-07-09T21:08Z","NEON.DOC.014048vK","DEJU_002-M-9-18-20180709","A00000029188","DEJU_002-M-9-18-20180709-SM","M","2018-07-10T16:00Z","2018-07-13T20:35Z",2.13,12.2,9.09,0.447,0.691,NA,"anovella@battelleecology.org",NA
"5d1abc92-38df-40a2-9737-cc301648b1ee","DEJU_009.basePlot.bgc","D19","DEJU","DEJU_009",NA,"2018-07-09T21:43Z","NEON.DOC.014048vK","DEJU_009-O-16.5-31.5-20180709","A00000029179","DEJU_009-O-16.5-31.5-20180709-SM","O","2018-07-10T16:10Z","2018-07-13T20:13Z",2.26,7.41,4.06,1.861,0.35,NA,"anovella@battelleecology.org",NA
"a40b3019-a123-4246-8090-c2eb80397003","DEJU_009.basePlot.bgc","D19","DEJU","DEJU_009",NA,"2018-07-09T21:44Z","NEON.DOC.014048vK","DEJU_009-M-16.5-31.5-20180709","A00000029180","DEJU_009-M-16.5-31.5-20180709-SM","M","2018-07-10T16:00Z","2018-07-13T20:13Z",2.27,12.29,8,0.749,0.572,NA,"anovella@battelleecology.org",NA
"63aa6b23-5912-4578-b847-ae714f6ed04d","DEJU_009.basePlot.bgc","D19","DEJU","DEJU_009",NA,"2018-07-09T21:22Z","NEON.DOC.014048vK","DEJU_009-O-36.5-23.5-20180709","A00000029175","DEJU_009-O-36.5-23.5-20180709-SM","O","2018-07-10T16:10Z","2018-07-13T20:35Z",2.28,7.44,4.08,1.867,0.349,NA,"anovella@battelleecology.org",NA
"5905a113-24fb-4212-8c89-a5a9903ffcd1","DEJU_009.basePlot.bgc","D19","DEJU","DEJU_009",NA,"2018-07-09T21:24Z","NEON.DOC.014048vK","DEJU_009-M-36.5-23.5-20180709","A00000029176","DEJU_009-M-36.5-23.5-20180709-SM","M","2018-07-10T16:00Z","2018-07-13T20:13Z",2.28,12.32,9.46,0.398,0.715,NA,"anovella@battelleecology.org",NA
"da9da856-7776-497b-a61b-303b125b5995","DEJU_009.basePlot.bgc","D19","DEJU","DEJU_009",NA,"2018-07-09T21:32Z","NEON.DOC.014048vK","DEJU_009-O-35.5-8-20180709","A00000029177","DEJU_009-O-35.5-8-20180709-SM","O","2018-07-10T16:10Z","2018-07-13T20:13Z",2.33,7.59,4.29,1.684,0.373,NA,"anovella@battelleecology.org",NA
"06da140a-854d-4af0-b38e-7790fe05a87d","DEJU_009.basePlot.bgc","D19","DEJU","DEJU_009",NA,"2018-07-09T21:32Z","NEON.DOC.014048vK","DEJU_009-M-35.5-8-20180709","A00000029178","DEJU_009-M-35.5-8-20180709-SM","M","2018-07-10T16:10Z","2018-07-13T20:13Z",2.28,12.62,8.77,0.593,0.628,NA,"anovella@battelleecology.org",NA
"63515a70-93b4-411a-89d0-9bdeae423e56","DEJU_015.basePlot.bgc","D19","DEJU","DEJU_015",NA,"2018-07-09T21:59Z","NEON.DOC.014048vK","DEJU_015-O-22-5.5-20180709","A00000029165","DEJU_015-O-22-5.5-20180709-SM","O","2018-07-10T16:00Z","2018-07-13T20:35Z",2.27,7.22,5.32,0.623,0.616,NA,"anovella@battelleecology.org",NA
"e5de4c77-fe18-43dc-a36e-7ae6a594992e","DEJU_015.basePlot.bgc","D19","DEJU","DEJU_015",NA,"2018-07-09T21:50Z","NEON.DOC.014048vK","DEJU_015-M-22-5.5-20180709","A00000029166","DEJU_015-M-22-5.5-20180709-SM","M","2018-07-10T16:10Z","2018-07-13T20:13Z",2.28,12.15,10.23,0.242,0.805,NA,"anovella@battelleecology.org",NA
"71d313d3-259e-4d55-8d3b-c66d1f668182","DEJU_015.basePlot.bgc","D19","DEJU","DEJU_015",NA,"2018-07-09T22:10Z","NEON.DOC.014048vK","DEJU_015-O-15.5-2.5-20180709","A00000029167","DEJU_015-O-15.5-2.5-20180709-SM","O","2018-07-10T16:10Z","2018-07-13T20:13Z",2.28,7.64,4.91,1.038,0.491,NA,"anovella@battelleecology.org",NA
